coverage,set_size,worst_class_cov,ssc,empty_rate,seed,severity,method,cost_ms
0.8880597014925373,1.0895522388059702,0.7896825396825397,0.0,0.10509950248756218,2,0.4,Weighted CP,0.0897999998414889
0.902363184079602,1.291044776119403,0.87,0.0,0.06716417910447761,2,0.4,Classwise CP,0.37310000334400684
0.9036069651741293,1.0124378109452736,0.8888888888888888,0.0,0.07773631840796019,2,0.4,ACI,16.291599997202866
0.9409492273730684,1.2229580573951435,0.868421052631579,0.0,0.05573951434878587,2,0.6,Split CP,0.11799999629147351
0.9001103752759382,1.0938189845474613,0.8106060606060606,0.0,0.08940397350993377,2,0.6,Weighted CP,0.09709999721962959
0.9150110375275938,1.3686534216335542,0.8863636363636364,0.0,0.052980132450331126,2,0.6,Classwise CP,0.2784999960567802
0.9028697571743929,1.030905077262693,0.8863636363636364,0.0,0.08002207505518764,2,0.6,ACI,17.104400001699105
0.9364764267990074,1.2575682382133995,0.8275862068965517,0.0,0.05607940446650124,2,0.8,Split CP,0.1100999943446368
0.896774193548387,1.086848635235732,0.7733990147783252,0.0,0.08883374689826302,2,0.8,Weighted CP,1.7278999875998124
0.9106699751861043,1.4158808933002482,0.8766666666666667,0.0,0.05310173697270471,2,0.8,Classwise CP,0.6188999977894127
0.9037220843672457,1.0307692307692307,0.896551724137931,0.0,0.07444168734491315,2,0.8,ACI,22.980300011113286
0.945045045045045,1.304054054054054,0.8277777777777777,0.0,0.04864864864864865,2,1.0,Split CP,0.12820000119972974
0.8891891891891892,1.0810810810810811,0.7333333333333333,0.0,0.09504504504504505,2,1.0,Weighted CP,0.09699999645818025
0.9121621621621622,1.4626126126126127,0.8916666666666667,0.0,0.05045045045045045,2,1.0,Classwise CP,0.3541000041877851
0.9022522522522523,1.0427927927927927,0.8833333333333333,0.0,0.07522522522522522,2,1.0,ACI,24.967200006358325
0.9275,0.9358333333333333,0.8966666666666666,0.0,0.0725,3,0.0,Split CP,0.2398999931756407
0.9275,0.9358333333333333,0.8966666666666666,0.0,0.0725,3,0.0,Weighted CP,0.14010000450070947
0.9241666666666667,0.9391666666666667,0.8866666666666667,0.0,0.075,3,0.0,Classwise CP,0.4067999980179593
0.8991666666666667,0.9033333333333333,0.89,0.0,0.10083333333333333,3,0.0,ACI,12.204300001030788
0.9180911680911681,0.9259259259259259,0.9055555555555556,0.0,0.08190883190883191,3,0.2,Split CP,0.10430000838823617
0.9188034188034188,0.9266381766381766,0.9074074074074074,0.0,0.0811965811965812,3,0.2,Weighted CP,0.08460000390186906
0.9209401709401709,0.9330484330484331,0.8840579710144928,0.0,0.07905982905982906,3,0.2,Classwise CP,0.3823000006377697
0.8988603988603988,0.9045584045584045,0.89,0.0,0.10113960113960115,3,0.2,ACI,14.321700000436977
0.9241293532338308,0.9309701492537313,0.9038461538461539,0.0,0.07587064676616916,3,0.4,Split CP,0.10580000525806099
0.9253731343283582,0.9322139303482587,0.9051282051282051,0.0,0.07462686567164178,3,0.4,Weighted CP,0.0833000085549429
0.9340796019900498,0.9440298507462687,0.9206349206349206,0.0,0.06529850746268656,3,0.4,Classwise CP,0.3288000007160008
0.8998756218905473,0.900497512437811,0.8933333333333333,0.0,0.10012437810945274,3,0.4,ACI,16.057300003012642
0.9161147902869757,0.9205298013245033,0.9049019607843137,0.0,0.08388520971302428,3,0.6,Split CP,0.16339999274350703
0.9210816777041942,0.9254966887417219,0.9098039215686274,0.0,0.07891832229580574,3,0.6,Weighted CP,0.14590000500902534
0.92439293598234,0.9321192052980133,0.8903508771929824,0.0,0.07505518763796909,3,0.6,Classwise CP,0.5813999887323007
0.8990066225165563,0.9006622516556292,0.8901515151515151,0.0,0.10099337748344371,3,0.6,ACI,19.43369999935385
0.9161290322580645,0.919106699751861,0.9103174603174603,0.0,0.08387096774193549,3,0.8,Split CP,0.10279999696649611
0.9205955334987593,0.9235732009925558,0.9142857142857143,0.0,0.0794044665012407,3,0.8,Weighted CP,0.0838999985717237
0.9275434243176178,0.9315136476426799,0.916256157635468,0.0,0.07196029776674938,3,0.8,Classwise CP,0.39230000402312726
0.9007444168734491,0.9017369727047146,0.8933333333333333,0.0,0.09925558312655088,3,0.8,ACI,17.19250000314787
0.9130630630630631,0.9157657657657657,0.8966666666666666,0.0,0.08693693693693694,3,1.0,Split CP,0.10430000838823617
0.9202702702702703,0.9234234234234234,0.9053333333333333,0.0,0.07972972972972973,3,1.0,Weighted CP,0.0838999985717237
0.9238738738738739,0.9283783783783783,0.9146666666666666,0.0,0.07612612612612613,3,1.0,Classwise CP,0.47559999802615494
0.9,0.9013513513513514,0.898,0.0,0.1,3,1.0,ACI,22.804399995948188
0.91,0.915,0.9033333333333333,0.0,0.09,4,0.0,Split CP,0.09519999730400741
0.91,0.915,0.9033333333333333,0.0,0.09,4,0.0,Weighted CP,0.06679999933112413
0.9108333333333334,0.9175,0.8966666666666666,0.0,0.08916666666666667,4,0.0,Classwise CP,0.24960000882856548
0.9016666666666666,0.9058333333333334,0.8933333333333333,0.0,0.09833333333333333,4,0.0,ACI,9.660499999881722
