coverage,set_size,worst_class_cov,ssc,empty_rate,seed,severity,method,cost_ms
0.6741666666666667,0.9158333333333334,0.0,0.0,0.095,1,0.4,Split CP,0.09660000796429813
0.6616666666666666,0.8983333333333333,0.0,0.0,0.11,1,0.4,Weighted CP,0.08239998714998364
0.6883333333333334,0.94,0.0,0.0,0.07583333333333334,1,0.4,Classwise CP,0.2750999992713332
0.75,1.6175,0.0,0.6376021798365122,0.0,1,0.4,ACI,10.769199987407774
0.5266666666666666,1.1733333333333333,0.0,0.0,0.06,1,0.6,Split CP,0.09679999493528157
0.5108333333333334,1.1416666666666666,0.0,0.0,0.065,1,0.6,Weighted CP,0.07029999687802047
0.5725,1.245,0.0,0.0,0.0525,1,0.6,Classwise CP,0.2747999969869852
0.7475,1.8716666666666666,0.0,0.6465721040189125,0.0008333333333333334,1,0.6,ACI,9.529499991913326
0.46416666666666667,0.9341666666666667,0.0,0.0,0.07916666666666666,1,0.8,Split CP,0.1120000088121742
0.4625,0.9258333333333333,0.0,0.0,0.08416666666666667,1,0.8,Weighted CP,0.11069999891333282
0.4675,0.9416666666666667,0.0,0.0,0.06833333333333333,1,0.8,Classwise CP,0.3625999961514026
0.5041666666666667,1.6608333333333334,0.0,0.3731931668856767,0.0,1,0.8,ACI,12.785300001269206
0.4425,1.1458333333333333,0.0,0.0,0.06333333333333334,1,1.0,Split CP,0.09439999121241271
0.44,1.1291666666666667,0.0,0.0,0.0675,1,1.0,Weighted CP,0.06940000457689166
0.44416666666666665,1.145,0.0,0.0,0.056666666666666664,1,1.0,Classwise CP,0.2506000018911436
0.49333333333333335,1.685,0.0,0.36231884057971014,0.005,1,1.0,ACI,10.899599990807474
0.89,1.0141666666666667,0.8433333333333334,0.0,0.105,2,0.0,Split CP,0.09610000415705144
0.8866666666666667,1.0091666666666668,0.84,0.0,0.1075,2,0.0,Weighted CP,0.07520000508520752
0.9,1.1,0.89,0.0,0.08333333333333333,2,0.0,Classwise CP,0.2691000117920339
0.9041666666666667,0.97,0.89,0.0,0.08666666666666667,2,0.0,ACI,12.719299993477762
0.8983333333333333,0.9433333333333334,0.8433333333333334,0.0,0.10166666666666667,2,0.2,Split CP,0.09859999408945441
0.8941666666666667,0.9366666666666666,0.84,0.0,0.10583333333333333,2,0.2,Weighted CP,0.08569999772589654
0.9008333333333334,0.9541666666666667,0.82,0.0,0.0925,2,0.2,Classwise CP,0.3544999926816672
0.8983333333333333,0.9408333333333333,0.8933333333333333,0.0,0.10166666666666667,2,0.2,ACI,9.06070000200998
0.8875,1.415,0.7333333333333333,0.0,0.04583333333333333,2,0.4,Split CP,0.1100999943446368
0.8816666666666667,1.4025,0.7166666666666667,0.0,0.0475,2,0.4,Weighted CP,0.07599999662488699
